253854,1885,3
253854,1885,4
253854,1885,5
253854,1885,6
253854,1885,7
253854,3637,2
253854,5631,1
253854,5677,1
253854,5729,1
253854,5733,1
253854,5735,1
253854,5752,1
253854,5791,1
253854,5803,1
253854,5822,1
253854,5877,1
253854,5893,1
253854,5925,1
253854,5935,1
253854,5951,1
253854,5979,1
253854,5987,1
253854,6041,1
253854,6059,1
253854,7970,1
253854,8397,1
253854,8704,1
253854,8710,1
253854,8711,1
253854,8714,1
253854,8717,1
253854,8721,1
253854,8722,1
253854,8724,1
253854,8729,1
253854,8732,1
253854,8735,1
253854,8737,1
253854,8738,1
253854,8739,1
253854,8745,1
253854,8749,1
253854,8751,1
253854,8752,1
253854,8755,1
253854,8757,1
253854,8759,1
253854,8761,1
253854,8762,1
253854,8765,1
253854,8766,1
253854,8767,1
253854,8768,1
253854,8770,1
253854,8776,1
253854,8779,1
253854,8784,1
253854,8785,1
253854,8787,1
253854,8792,1
253854,8797,1
253854,8805,1
253854,8808,1
253854,8809,1
253854,8810,1
253854,8813,1
253854,8815,1
253854,8816,1
253854,8817,1
253854,8818,1
253854,8821,1
253854,8822,1
253854,8825,1
253854,8826,1
253854,8827,1
253854,8829,1
253854,8832,1
253854,8833,1
253854,8838,1
253854,8841,1
253854,8844,1
253854,8845,1
253854,8847,1
253854,8849,1
253854,8852,1
253854,8853,1
253854,8855,1
253854,8856,1
253854,8861,1
253854,8865,1
253854,8866,1
253854,8869,1
253854,8874,1
253854,8877,1
253854,8878,1
253854,8883,1
253854,8887,1
253854,8893,1
253854,8895,1
253854,8897,1
253854,8900,1
253854,8903,1
253854,8904,1
253854,8905,1
253854,8906,1
253854,8908,1
253854,8912,1
253854,8918,1
253854,9063,1
253854,9210,1
253854,9837,1
253854,43041,1
253854,43046,1
253854,43068,1
253854,43091,1
253854,43098,1
253854,48115,1
253854,54090,1
253854,55971,1
253854,55976,1
253854,56187,1
253854,56250,1
253854,56277,1
253854,56376,1
253854,64415,1
253854,64439,1
253854,64674,1
253854,64788,1
253854,68223,1
253854,68372,1
253854,74092,1
253854,74404,1
253855,1814,2
253855,1815,4
253855,1815,5
253855,1815,6
253855,1816,4
253855,1816,5
253855,1816,6
253855,1819,4
253855,1819,5
253855,1819,6
253855,1928,4
253855,1928,5
253855,1928,6
253855,2103,6
253855,4243,4
253855,4243,5
253855,4243,6
253855,5526,1
253855,5534,1
253855,5570,1
253855,5588,1
253855,5631,1
253855,5690,1
253855,5719,1
253855,5729,1
253855,5754,1
253855,5755,1
253855,5811,1
253855,5817,1
253855,6049,1
253855,6226,1
253855,6469,1
253855,8322,1
253855,8326,1
253855,8393,1
253855,8415,1
253855,8448,1
253855,8450,1
253855,8458,1
253855,8481,1
253855,8503,1
253855,8505,1
253855,8517,1
